ρ,PPV,P_H,P_AC1,P_AC2,P_WM,P_DW,P_EV,P_REF,P_AS,Pnet,Pb,Ps,Cele,C_H_dc,C_AC1_dc,C_AC2_dc,Cdc,C
0.09580839333333332,1.0310944787655405,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,5.5989055212344585,5.5989055212344585,-0.0,0.5364221424146026,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.5709621424146026
0.09467334875658495,1.0983049768242157,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,5.531695023175783,5.531695023175783,-0.0,0.5237040921441862,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.5582440921441862
0.08756814888888889,0.9763611341445944,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,5.953638865855405,5.953638865855405,-0.0,0.5213491346359017,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.5396891346359017
0.09166435641304808,0.6719978929789603,2.4,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,15.958002107021038,15.958002107021038,-0.0,1.4627799927781486,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,1.4973199927781486
0.0929261855593356,0.3569924590064296,2.4,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,16.273007540993568,16.273007540993568,-0.0,1.5121885183628359,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,1.5467285183628359
0.0863451676619757,0.15259694684547404,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,16.777403053154526,16.777403053154526,-0.0,1.4486476795571706,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,1.4669876795571706
0.08516396888888889,0.011325238089036111,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,16.918674761910964,16.918674761910964,-0.0,1.440861491064615,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,1.459201491064615
0.08679634444444445,0.0,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.929999999999999,6.929999999999999,-0.0,0.601498667,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.619838667
0.08634046753032135,0.0,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.929999999999999,6.929999999999999,-0.0,0.5983394399851268,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.6166794399851269
0.0976874890456107,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.6476680523723989,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6822080523723989
0.09549007657601684,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.6330992076989915,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6676392076989915
0.0927737324766534,0.0,2.4,2.3499999999999996,1.18,2.0,0.0,0.0,0.5,0.2,8.629999999999999,8.629999999999999,-0.0,0.8006373112735187,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.8351773112735187
0.08540065652377063,0.0,2.6999999999999997,2.3499999999999996,1.18,2.0,1.5,0.0,0.5,0.2,10.43,10.43,-0.0,0.8907288475429277,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.9090688475429277
0.09977041463455873,0.0,2.4,2.2,1.02,0.0,1.5,0.0,0.5,0.2,7.82,7.82,-0.0,0.7802046424422493,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.8356446424422492
